LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Period,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
MEX,Mexico,B1_GA,Gross domestic product at market prices - output approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2013-Q1,Q1-2013,MXN,Mexican Peso,6,millions,,,3991582.015,,
MEX,Mexico,B1_GA,Gross domestic product at market prices - output approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2013-Q2,Q2-2013,MXN,Mexican Peso,6,millions,,,3957652.33,,
MEX,Mexico,B1_GA,Gross domestic product at market prices - output approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2013-Q3,Q3-2013,MXN,Mexican Peso,6,millions,,,4051240.76,,
MEX,Mexico,B1_GA,Gross domestic product at market prices - output approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2013-Q4,Q4-2013,MXN,Mexican Peso,6,millions,,,4111558.1875,,
MEX,Mexico,B1_GA,Gross domestic product at market prices - output approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2014-Q1,Q1-2014,MXN,Mexican Peso,6,millions,,,4208210.555,,
MEX,Mexico,B1_GA,Gross domestic product at market prices - output approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2014-Q2,Q2-2014,MXN,Mexican Peso,6,millions,,,4293362.67,,
MEX,Mexico,B1_GA,Gross domestic product at market prices - output approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2014-Q3,Q3-2014,MXN,Mexican Peso,6,millions,,,4347346.9675,,
MEX,Mexico,B1_GA,Gross domestic product at market prices - output approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2014-Q4,Q4-2014,MXN,Mexican Peso,6,millions,,,4398122.4,,
MEX,Mexico,B1_GA,Gross domestic product at market prices - output approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2015-Q1,Q1-2015,MXN,Mexican Peso,6,millions,,,4430010.0575,,
MEX,Mexico,B1_GA,Gross domestic product at market prices - output approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2015-Q2,Q2-2015,MXN,Mexican Peso,6,millions,,,4512886.4175,,
MEX,Mexico,B1_GA,Gross domestic product at market prices - output approach,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted",Q,Quarterly,2015-Q3,Q3-2015,MXN,Mexican Peso,6,millions,,,4569379.5125,,
